Title,Publication Day,Publication Month,Publication Year,Journal Name,Journal Volume,Journal Issue,Journal ISSN,Author 1 First Name,Author 1 Last Name,Author 1 Affiliation,Author 2 First Name,Author 2 Last Name,Author 2 Affiliation,Author 3 First Name,Author 3 Last Name,Author 3 Affiliation,Author 4 First Name,Author 4 Last Name,Author 4 Affiliation,Author 5 First Name,Author 5 Last Name,Author 5 Affiliation,Author 6 First Name,Author 6 Last Name,Author 6 Affiliation,Author 7 First Name,Author 7 Last Name,Author 7 Affiliation,Author 8 First Name,Author 8 Last Name,Author 8 Affiliation,Author 9 First Name,Author 9 Last Name,Author 9 Affiliation,Author 10 First Name,Author 10 Last Name,Author 10 Affiliation,Author 11 First Name,Author 11 Last Name,Author 11 Affiliation,Author 12 First Name,Author 12 Last Name,Author 12 Affiliation,Author 13 First Name,Author 13 Last Name,Author 13 Affiliation,Author 14 First Name,Author 14 Last Name,Author 14 Affiliation,Author 15 First Name,Author 15 Last Name,Author 15 Affiliation,Author 16 First Name,Author 16 Last Name,Author 16 Affiliation,Author 17 First Name,Author 17 Last Name,Author 17 Affiliation,Publisher Name,Publisher Location,ISBN 1,ISBN 2,Author 18 First Name,Author 18 Last Name,Author 18 Affiliation,Author 19 First Name,Author 19 Last Name,Author 19 Affiliation,Collective Author 1,Author 20 First Name,Author 20 Last Name,Author 20 Affiliation,Author 21 First Name,Author 21 Last Name,Author 21 Affiliation,Author 22 First Name,Author 22 Last Name,Author 22 Affiliation,Author 23 First Name,Author 23 Last Name,Author 23 Affiliation,Author 24 First Name,Author 24 Last Name,Author 24 Affiliation,Author 25 First Name,Author 25 Last Name,Author 25 Affiliation,Author 26 First Name,Author 26 Last Name,Author 26 Affiliation,Author 27 First Name,Author 27 Last Name,Author 27 Affiliation,Author 28 First Name,Author 28 Last Name,Author 28 Affiliation,Author 29 First Name,Author 29 Last Name,Author 29 Affiliation,Author 30 First Name,Author 30 Last Name,Author 30 Affiliation,Author 31 First Name,Author 31 Last Name,Author 31 Affiliation,Author 32 First Name,Author 32 Last Name,Author 32 Affiliation,Author 33 First Name,Author 33 Last Name,Author 33 Affiliation
"design, synthesis and functional analysis of dansylated polytheonamide mimic: an artificial peptide ion channel",20,08,2012,Journal of the American Chemical Society,134,34,1520-5126,Hiroaki,Itoh,"Graduate School of Pharmaceutical Sciences, The University of Tokyo, Hongo, Bunkyo-ku, Tokyo 113-0033, Japan.",Shigeru,Matsuoka,,Mohamed,Kreir,,Masayuki,Inoue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development and validation of nomogram to predict long-term prognosis of critically ill patients with acute myocardial infarction,07,08,2021,International journal of general medicine,14,,1178-7074,Yiyang,Tang,"Department of Cardiology, Xiangya Hospital, Central South University, Changsha, Hunan, People's Republic of China.",Qin,Chen,"Department of Cardiology, Xiangya Hospital, Central South University, Changsha, Hunan, People's Republic of China.",Lihuang,Zha,"Department of Cardiology, Xiangya Hospital, Central South University, Changsha, Hunan, People's Republic of China.",Yilu,Feng,"Department of Cardiology, Xiangya Hospital, Central South University, Changsha, Hunan, People's Republic of China.",Xiaofang,Zeng,"Department of Cardiology, Xiangya Hospital, Central South University, Changsha, Hunan, People's Republic of China.",Zhenghui,Liu,"Department of Neurology, Xiangya Hospital, Central South University, Changsha, Hunan, People's Republic of China.",Famei,Li,"Department of Cardiology, Xiangya Hospital, Central South University, Changsha, Hunan, People's Republic of China.",Zaixin,Yu,"Department of Cardiology, Xiangya Hospital, Central South University, Changsha, Hunan, People's Republic of China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transthoracic echocardiography and mortality in sepsis: analysis of the mimic-iii database,28,05,2018,Intensive care medicine,44,6,1432-1238,Mengling,Feng,"Saw Swee Hock School of Public Health, National University Health System, National University of Singapore, Singapore, Singapore.",Jakob I,McSparron,"Division of Pulmonary and Critical Care Medicine, University of Michigan, Ann Arbor, USA. jmcsparr@med.umich.edu.",Dang Trung,Kien,"Saw Swee Hock School of Public Health, National University Health System, National University of Singapore, Singapore, Singapore.",David J,Stone,"Departments of Anesthesiology and Neurosurgery, University of Virginia School of Medicine, Charlottesville, USA.",David H,Roberts,"Division of Pulmonary, Critical Care and Sleep Medicine, Beth Israel Deaconess Medical Center, Boston, USA.",Richard M,Schwartzstein,"Division of Pulmonary, Critical Care and Sleep Medicine, Beth Israel Deaconess Medical Center, Boston, USA.",Antoine,Vieillard-Baron,"Hospital Ambroise Paré, Assistance Publique-Hôpitaux de Paris, Boulogne, France.",Leo Anthony,Celi,"Division of Pulmonary, Critical Care and Sleep Medicine, Beth Israel Deaconess Medical Center, Boston, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iseeu: visually interpretable deep learning for mortality prediction inside the icu,17,08,2019,Journal of biomedical informatics,98,,1532-0480,William,Caicedo-Torres,"Auckland University of Technology, Auckland, New Zealand; Universidad Tecnológica de Bolívar, Cartagena, Colombia. Electronic address: william.caicedo@aut.ac.nz.",Jairo,Gutierrez,"Auckland University of Technology, Auckland, New Zealand.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
early warning of citric acid overdose and timely adjustment of regional citrate anticoagulation based on machine learning methods,30,07,2021,BMC medical informatics and decision making,21,Suppl 2,1472-6947,Huan,Chen,"Department of Critical Care Medicine, State Key Laboratory of Complex Severe and Rare Diseases, Peking Union Medical College Hospital, Peking Union Medical College, Chinese Academy of Medical Sciences, Beijing, 100730, China.",Yingying,Ma,"Digital Health China Technologies Co., Ltd., Beijing, 100080, China.",Na,Hong,"Digital Health China Technologies Co., Ltd., Beijing, 100080, China.",Hao,Wang,"Department of Critical Care Medicine, State Key Laboratory of Complex Severe and Rare Diseases, Peking Union Medical College Hospital, Peking Union Medical College, Chinese Academy of Medical Sciences, Beijing, 100730, China.",Longxiang,Su,"Department of Critical Care Medicine, State Key Laboratory of Complex Severe and Rare Diseases, Peking Union Medical College Hospital, Peking Union Medical College, Chinese Academy of Medical Sciences, Beijing, 100730, China.",Chun,Liu,"Digital Health China Technologies Co., Ltd., Beijing, 100080, China.",Jie,He,"Digital Health China Technologies Co., Ltd., Beijing, 100080, China.",Huizhen,Jiang,"Department of General Internal Medicine, Department of Information Center, State Key Laboratory of Complex Severe and Rare Diseases, Peking Union Medical College Hospital, Peking Union Medical College, Chinese Academy of Medical Sciences, Beijing, 100730, China.",Yun,Long,"Department of Critical Care Medicine, State Key Laboratory of Complex Severe and Rare Diseases, Peking Union Medical College Hospital, Peking Union Medical College, Chinese Academy of Medical Sciences, Beijing, 100730, China. icu_longyun@126.com.",Weiguo,Zhu,"Department of Primary Care and Family Medicine, State Key Laboratory of Complex Severe and Rare Diseases, Peking Union Medical College Hospital, Peking Union Medical College, Chinese Academy of Medical Sciences, Beijing, 100730, China. zhuwg@pumch.cn.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impact of socio-economic status and race on emergency hospital admission outcomes: analysis from hospital admissions between 2001 and 2012,09,06,2021,Health services management research,,,1758-1044,Thomas,Davidson,"School of Engineering, Computer and Mathematical Sciences, Auckland University of Technology, Auckland, New Zealand.",Farhaan,Mirza,"School of Engineering, Computer and Mathematical Sciences, Auckland University of Technology, Auckland, New Zealand.",Mirza M,Baig,"School of Engineering, Computer and Mathematical Sciences, Auckland University of Technology, Auckland, New Zealand.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
central venous pressure measurement is associated with improved outcomes in septic patients: an analysis of the mimic-iii database,14,07,2020,"Critical care (London, England)",24,1,1466-609X,Hui,Chen,"Department of Critical Care Medicine, The First Affiliated Hospital of Soochow University, Suzhou, 215000, Jiangsu, China.",Zhu,Zhu,"Department of General Surgery, The Affiliated Suzhou Science & Technology Town Hospital of Nanjing Medical University, Suzhou, 215000, Jiangsu, China.",Chenyan,Zhao,"Department of Critical Care Medicine, The First Affiliated Hospital of Soochow University, Suzhou, 215000, Jiangsu, China.",Yanxia,Guo,"Department of Critical Care Medicine, The First Affiliated Hospital of Soochow University, Suzhou, 215000, Jiangsu, China.",Dongyu,Chen,"Department of Intensive Care Medicine, Yancheng City No.1 People's Hospital, Yancheng, 224000, Jiangsu, China.",Yao,Wei,"Department of Critical Care Medicine, The First Affiliated Hospital of Soochow University, Suzhou, 215000, Jiangsu, China. dr_betty@126.com.",Jun,Jin,"Department of Critical Care Medicine, The First Affiliated Hospital of Soochow University, Suzhou, 215000, Jiangsu, China. jinjun0514@163.com.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
investigating resuscitation code assignment in the intensive care unit using structured and unstructured data,13,11,2010,AMIA ... Annual Symposium proceedings. AMIA Symposium,2010,,1942-597X,Sharon L,Lojun,"Boston University Medical Center, Boston, MA.",Christina J,Sauper,,Mitchell,Medow,,William J,Long,,Roger G,Mark,,Regina,Barzilay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
effect of ondansetron on reducing icu mortality in patients with acute kidney injury,30,09,2021,Scientific reports,11,1,2045-2322,Xiaojiang,Guo,"Department of Pharmaceutical Sciences, Computational Chemical Genomics Screening Center, School of Pharmacy, University of Pittsburgh, 5607 Baum Boulevard, Pittsburgh, PA, 15206, USA.",Xiguang,Qi,"Department of Pharmaceutical Sciences, Computational Chemical Genomics Screening Center, School of Pharmacy, University of Pittsburgh, 5607 Baum Boulevard, Pittsburgh, PA, 15206, USA.",Peihao,Fan,"Department of Pharmaceutical Sciences, Computational Chemical Genomics Screening Center, School of Pharmacy, University of Pittsburgh, 5607 Baum Boulevard, Pittsburgh, PA, 15206, USA.",Michael,Gilbert,"Department of Pharmacy and Therapeutics, School of Pharmacy, University of Pittsburgh, Pittsburgh, PA, 15206, USA.",Andrew D,La,"Department of Pharmacy and Therapeutics, School of Pharmacy, University of Pittsburgh, Pittsburgh, PA, 15206, USA.",Zeyu,Liu,"The Dietrich School of Arts & Sciences, University of Pittsburgh, Pittsburgh, PA, 15206, USA.",Richard,Bertz,"Department of Pharmaceutical Sciences, Computational Chemical Genomics Screening Center, School of Pharmacy, University of Pittsburgh, 5607 Baum Boulevard, Pittsburgh, PA, 15206, USA.",John A,Kellum,"The Center for Critical Care Nephrology Department of Critical Care Medicine, School of Medicine, University of Pittsburgh, Pittsburgh, PA, 15206, USA. kellum@pitt.edu.",Yu,Chen,"Eli Lilly and Company, Lilly Corporate Center, Indiana, IN, 46225, USA. yu.chen@lilly.com.",Lirong,Wang,"Department of Pharmaceutical Sciences, Computational Chemical Genomics Screening Center, School of Pharmacy, University of Pittsburgh, 5607 Baum Boulevard, Pittsburgh, PA, 15206, USA. liw30@pitt.edu.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
understanding the complexity of sepsis mortality prediction via rule discovery and analysis: a pilot study,28,11,2021,BMC medical informatics and decision making,21,1,1472-6947,Ying,Wu,"Center for Intelligent Decision-Making and Machine Learning, School of Management, Xi'an Jiaotong University, No.28, Xianning West Road, Xi'an, 710049, People's Republic of China. yingwu@stu.xjtu.edu.cn.",Shuai,Huang,"Department of Industrial and Systems Engineering, University of Washington, Seattle, USA.",Xiangyu,Chang,"Center for Intelligent Decision-Making and Machine Learning, School of Management, Xi'an Jiaotong University, No.28, Xianning West Road, Xi'an, 710049, People's Republic of China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prognostic value of red blood cell distribution width in acute pancreatitis patients admitted to intensive care units: an analysis of a publicly accessible clinical database mimic ii,01,07,2016,Clinical chemistry and laboratory medicine,54,7,1437-4331,Zhi-De,Hu,,Ting-Ting,Wei,,Qing-Qin,Tang,,Hai-Tao,Fu,,Min,Yang,,Ning,Ma,,Li-Li,Wang,,Bao-Dong,Qin,,Lin,Zhou,,Ren-Qian,Zhong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"aryl thiol substrate 3-carboxy-4-nitrobenzenethiol strongly stimulating thiol peroxidase activity of glutathione peroxidase mimic 2, 2'-ditellurobis(2-deoxy-beta-cyclodextrin)",22,12,2004,Journal of the American Chemical Society,126,50,0002-7863,Zeyuan,Dong,"Key Laboratory for Supramolecular Structure and Materials of Ministry of Education, Jilin University, Changchun 130012, Peoples Republic of China.",Junqiu,Liu,,Shizhong,Mao,,Xin,Huang,,Bing,Yang,,Xiaojun,Ren,,Guimin,Luo,,Jiacong,Shen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enhancing clinical concept extraction with contextual embeddings,01,11,2019,Journal of the American Medical Informatics Association : JAMIA,26,11,1527-974X,Yuqi,Si,"School of Biomedical Informatics, University of Texas Health Science Center at Houston, Houston, Texas, USA.",Jingqi,Wang,"School of Biomedical Informatics, University of Texas Health Science Center at Houston, Houston, Texas, USA.",Hua,Xu,"School of Biomedical Informatics, University of Texas Health Science Center at Houston, Houston, Texas, USA.",Kirk,Roberts,"School of Biomedical Informatics, University of Texas Health Science Center at Houston, Houston, Texas, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a methodology for prediction of acute hypotensive episodes in icu via a risk scoring model including analysis of st-segment variations,XX,03,2010,"Cardiovascular engineering (Dordrecht, Netherlands)",10,1,1573-6806,A,Ghaffari,"CardioVascular Research Group (CVRG), Department of Mechanical Engineering, K.N. Toosi University of Technology, No. 15 Pardis Street, Mollasadra Avenue, Vanak Sq., Tehran, Iran.",M R,Homaeinezhad,,M,Atarod,,M,Akraminia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dual chemical modification of a polytheonamide mimic: rational design and synthesis of ion-channel-forming 48-mer peptides with potent cytotoxicity,02,02,2016,"Chemistry (Weinheim an der Bergstrasse, Germany)",22,10,1521-3765,Atsushi,Hayata,"Graduate School of Pharmaceutical Sciences, The University of Tokyo, Hongo, Bunkyo-ku, Tokyo, 113-0033, Japan.",Hiroaki,Itoh,"Graduate School of Pharmaceutical Sciences, The University of Tokyo, Hongo, Bunkyo-ku, Tokyo, 113-0033, Japan.",Shoko,Matsutaka,"Graduate School of Pharmaceutical Sciences, The University of Tokyo, Hongo, Bunkyo-ku, Tokyo, 113-0033, Japan.",Masayuki,Inoue,"Graduate School of Pharmaceutical Sciences, The University of Tokyo, Hongo, Bunkyo-ku, Tokyo, 113-0033, Japan. inoue@mol.f.u-tokyo.ac.jp.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
novel pyrene excimer and fluorogenic probe for the detection of alkylating agents,12,07,2019,ACS sensors,4,7,2379-3694,Yu Lin,Jiang,"Department of Cell and Molecular Pharmacology & Experimental Therapeutics , Medical University of South Carolina , Charleston , South Carolina 29425 , United States.",Ann-Marie,Broome,"Department of Cell and Molecular Pharmacology & Experimental Therapeutics , Medical University of South Carolina , Charleston , South Carolina 29425 , United States.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
association between base excess and mortality in patients with congestive heart failure,11,12,2020,ESC heart failure,8,1,2055-5822,Wenqin,Guo,"Department of Cardiology, Fuwai Hospital Chinese Academy of Medical Sciences, Shenzhen, Shenzhen, China.",Changnong,Peng,"Department of Cardiology, Fuwai Hospital Chinese Academy of Medical Sciences, Shenzhen, Shenzhen, China.",Qiang,Liu,"Department of Cardiology, Fuwai Hospital Chinese Academy of Medical Sciences, Shenzhen, Shenzhen, China.",Lingyue,Zhao,"Department of Ambulatory Surgery, Shenzhen Nanshan District People's Hospital, Shenzhen, China.",Wenyu,Guo,"Department of Cardiology, Fuwai Hospital Chinese Academy of Medical Sciences, Shenzhen, Shenzhen, China.",Xiehui,Chen,"Department of Cardiology, Fuwai Hospital Chinese Academy of Medical Sciences, Shenzhen, Shenzhen, China.",Lang,Li,"Department of Cardiology, The First Affiliated Hospital of Guangxi Medical University, Nanning, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multi-label classification of chronically ill patients with bag of words and supervised dimensionality reduction algorithms,29,05,2014,Journal of biomedical informatics,51,,1532-0480,Stefano,Bromuri,"University of Applied Sciences Western Switzerland, Institute of Business Information Systems, TechnoArk 3, CH-3960 Sierre, Switzerland. Electronic address: stefano.bromuri@hevs.ch.",Damien,Zufferey,"University of Applied Sciences Western Switzerland, Institute of Business Information Systems, TechnoArk 3, CH-3960 Sierre, Switzerland.",Jean,Hennebert,"University of Applied Sciences Western Switzerland, Institute of Information and Communication Technologies, Bd de Pérolles 80, CH-1705 Fribourg, Switzerland.",Michael,Schumacher,"University of Applied Sciences Western Switzerland, Institute of Business Information Systems, TechnoArk 3, CH-3960 Sierre, Switzerland.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
predicting postoperative acute respiratory failure in critical care using nursing notes and physiological signals,XX,XX,2014,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,2014,,2694-0604,Vijay,Huddar,,Vaibhav,Rajan,,Sakyajit,Bhattacharya,,Shourya,Roy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prediction of hypotension events with physiologic vital sign signatures in the intensive care unit,25,11,2020,"Critical care (London, England)",24,1,1466-609X,Joo Heung,Yoon,"Division of Pulmonary, Allergy, and Critical Care Medicine, School of Medicine, University of Pittsburgh, 200 Lothrop street, Pittsburgh, PA, 15213, USA. yoonjh@upmc.edu.",Vincent,Jeanselme,"Auton Lab, School of Computer Science, Carnegie Mellon University, Pittsburgh, PA, USA.",Artur,Dubrawski,"Auton Lab, School of Computer Science, Carnegie Mellon University, Pittsburgh, PA, USA.",Marilyn,Hravnak,"School of Nursing, University of Pittsburgh, Pittsburgh, PA, USA.",Michael R,Pinsky,"Department of Critical Care Medicine, School of Medicine, University of Pittsburgh, Pittsburgh, PA, USA.",Gilles,Clermont,"Department of Critical Care Medicine, School of Medicine, University of Pittsburgh, Pittsburgh, PA, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a boosting inspired personalized threshold method for sepsis screening,23,01,2020,Journal of applied statistics,48,1,0266-4763,Chen,Feng,"School of Industrial & Systems Engineering, Georgia Tech, Atlanta, GA, USA.",Paul,Griffin,"Regenstrief Center for Healthcare Engineering, Purdue University, West Lafayette, IN, USA.",Shravan,Kethireddy,"Critical Care Medicine, Northeast Georgia Medical Center, Gainesville, GA, USA.",Yajun,Mei,"School of Industrial & Systems Engineering, Georgia Tech, Atlanta, GA, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
extraction of information related to drug safety surveillance from electronic health record notes: joint modeling of entities and relations using knowledge-aware neural attentive models,10,07,2020,JMIR medical informatics,8,7,2291-9694,Bharath,Dandala,"IBM Research, Yorktown Heights, NY, United States.",Venkata,Joopudi,"IBM Research, Yorktown Heights, NY, United States.",Ching-Huei,Tsou,"IBM Research, Yorktown Heights, NY, United States.",Jennifer J,Liang,"IBM Research, Yorktown Heights, NY, United States.",Parthasarathy,Suryanarayanan,"IBM Research, Yorktown Heights, NY, United States.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feature explanations in recurrent neural networks for predicting risk of mortality in intensive care patients,19,09,2021,Journal of personalized medicine,11,9,2075-4426,Thanakron,Na Pattalung,"Department of Biological Sciences and Biological Engineering, Faculty of Medicine, Prince of Songkla University, Songkhla 90110, Thailand.",Thammasin,Ingviya,"Department of Familty and Preventive Medicine, Faculty of Medicine, Prince of Songkla University, Songkhla 90110, Thailand.",Sitthichok,Chaichulee,"Department of Biological Sciences and Biological Engineering, Faculty of Medicine, Prince of Songkla University, Songkhla 90110, Thailand.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
synthesis of 3-deaza-3-nitro-2'-deoxyadenosine,14,11,2005,Bioorganic & medicinal chemistry,14,6,0968-0896,Caroline,Crey-Desbiolles,"LEDSS-UMR5616 associé au CNRS, BP53, Université Joseph Fourier, 38041 Grenoble, France.",Mitsuharu,Kotera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acute kidney injury detection using refined and physiological-feature augmented urine output,01,10,2021,Scientific reports,11,1,2045-2322,Sahar,Alkhairy,"Massachusetts Institute of Technology, Cambridge, MA, USA. saharak@alum.mit.edu.",Leo A,Celi,"Massachusetts Institute of Technology, Cambridge, MA, USA.",Mengling,Feng,"Massachusetts Institute of Technology, Cambridge, MA, USA.",Andrew J,Zimolzak,"Baylor College of Medicine, Houston, TX, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recurrent neural networks with specialized word embeddings for health-domain named-entity recognition,13,11,2017,Journal of biomedical informatics,76,,1532-0480,Iñigo,Jauregi Unanue,"University of Technology Sydney (UTS), Australia; Capital Markets Cooperative Research Centre (CMCRC), Australia. Electronic address: ijauregi@cmcrc.com.",Ehsan,Zare Borzeshi,"Capital Markets Cooperative Research Centre (CMCRC), Australia.",Massimo,Piccardi,"University of Technology Sydney (UTS), Australia.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prediction of extubation failure for neonates with respiratory distress syndrome using the mimic-ii clinical database,XX,XX,2012,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,2012,,2694-0604,Arthur,Mikhno,"Biomedical Engineering Department, Columbia University, New York, NY, USA. am2679@columbia.edu",Colleen M,Ennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the prognostic value of calcium in post-cardiovascular surgery patients in the intensive care unit,05,10,2021,Frontiers in cardiovascular medicine,8,,2297-055X,Siwei,Bi,"West China School of Medicine, Sichuan University, Chengdu, China.",Ruiqi,Liu,"Department of Burn and Plastic Surgery, West China Hospital, Sichuan University, Chengdu, China.",Jingyi,Li,"West China School of Medicine, Sichuan University, Chengdu, China.",Shanshan,Chen,"West China School of Medicine, Sichuan University, Chengdu, China.",Jun,Gu,"Department of Cardiovascular Surgery, West China Hospital, Sichuan University, Chengdu, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
association of timing of biliary drainage with clinical outcomes in severe acute cholangitis: a retrospective cohort study,28,06,2021,International journal of general medicine,14,,1178-7074,Yimiao,Zhu,"Department of Gastroenterology, Zhejiang Provincial People's Hospital, People's Hospital of Hangzhou Medical College, Hangzhou, Zhejiang, People's Republic of China.",Jiangfeng,Tu,"Department of Gastroenterology, Zhejiang Provincial People's Hospital, People's Hospital of Hangzhou Medical College, Hangzhou, Zhejiang, People's Republic of China.",Yu,Zhao,"Department of Endocrinology, Zhejiang Provincial People's Hospital, People's Hospital of Hangzhou Medical College, Hangzhou, Zhejiang, People's Republic of China.",Jiyong,Jing,"Teaching Department, Zhejiang Provincial People's Hospital, People's Hospital of Hangzhou Medical College, Hangzhou, Zhejiang, People's Republic of China.",Zhiyuan,Dong,"Qingdao University Medical college, Qingdao, Shandong, People's Republic of China.",Wensheng,Pan,"Department of Gastroenterology, Zhejiang Provincial People's Hospital, People's Hospital of Hangzhou Medical College, Hangzhou, Zhejiang, People's Republic of China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prediction of arterial blood pressure waveforms from photoplethysmogram signals via fully convolutional neural networks,21,09,2021,Computers in biology and medicine,138,,1879-0534,Juan,Cheng,"Department of Biomedical Engineering, Hefei University of Technology, Hefei, 230009, China; Anhui Province Key Laboratory of Measuring Theory and Precision Instrument, Hefei University of Technology, Hefei, 230009, China.",Yufei,Xu,"Department of Biomedical Engineering, Hefei University of Technology, Hefei, 230009, China.",Rencheng,Song,"Department of Biomedical Engineering, Hefei University of Technology, Hefei, 230009, China. Electronic address: rcsong@hfut.edu.cn.",Yu,Liu,"Department of Biomedical Engineering, Hefei University of Technology, Hefei, 230009, China.",Chang,Li,"Department of Biomedical Engineering, Hefei University of Technology, Hefei, 230009, China.",Xun,Chen,"Department of Electronic Engineering & Information Science, University of Science and Technology of China, Hefei, 230026, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
