PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"28347943","The association between sodium fluctuations and mortality in surgical patients requiring intensive care","Marshall DC, Salciccioli JD, Goodson RJ, Pimentel MA, Sun KY, Celi LA, Shalhoub J.","J Crit Care. 2017 Aug;40:63-68. doi: 10.1016/j.jcrc.2017.02.012. Epub 2017 Feb 13.","Marshall DC","J Crit Care","2017","2017/03/29","PMC5679219","NIHMS916478","10.1016/j.jcrc.2017.02.012"
"28328711","Management of Atrial Fibrillation with Rapid Ventricular Response in the Intensive Care Unit: A Secondary Analysis of Electronic Health Record Data","Moskowitz A, Chen KP, Cooper AZ, Chahin A, Ghassemi MM, Celi LA.","Shock. 2017 Oct;48(4):436-440. doi: 10.1097/SHK.0000000000000869.","Moskowitz A","Shock","2017","2017/03/23","PMC5603354","NIHMS860354","10.1097/SHK.0000000000000869"
"28328651","Quantifying the Mortality Impact of Do-Not-Resuscitate Orders in the ICU","Fuchs L, Anstey M, Feng M, Toledano R, Kogan S, Howell MD, Clardy P, Celi L, Talmor D, Novack V.","Crit Care Med. 2017 Jun;45(6):1019-1027. doi: 10.1097/CCM.0000000000002312.","Fuchs L","Crit Care Med","2017","2017/03/23","PMC5679223","NIHMS916500","10.1097/CCM.0000000000002312"
"28269881","Reusable Filtering Functions for Application in ICU data: a case study","Major V, Tanna MS, Jones S, Aphinyanaphongs Y.","AMIA Annu Symp Proc. 2017 Feb 10;2016:844-853. eCollection 2016.","Major V","AMIA Annu Symp Proc","2017","2017/03/09","PMC5333239","",""
"28269879","Interpretable Topic Features for Post-ICU Mortality Prediction","Luo YF, Rumshisky A.","AMIA Annu Symp Proc. 2017 Feb 10;2016:827-836. eCollection 2016.","Luo YF","AMIA Annu Symp Proc","2017","2017/03/09","PMC5333300","",""
"28269015","Multi-view non-negative tensor factorization as relation learning in healthcare data","Hang Wu, Wang MD.","Annu Int Conf IEEE Eng Med Biol Soc. 2016 Aug;2016:3325-3328. doi: 10.1109/EMBC.2016.7591439.","Hang Wu","Annu Int Conf IEEE Eng Med Biol Soc","2016","2017/03/09","PMC7419138","NIHMS1595621","10.1109/EMBC.2016.7591439"
"28258046","Patient Similarity in Prediction Models Based on Health Data: A Scoping Review","Sharafoddini A, Dubin JA, Lee J.","JMIR Med Inform. 2017 Mar 3;5(1):e7. doi: 10.2196/medinform.6730.","Sharafoddini A","JMIR Med Inform","2017","2017/03/05","PMC5357318","","10.2196/medinform.6730"
"28164102","Automated early warning system for septic shock: the new way to achieve intensive care unit quality improvement?","Amorim FF, Santana AN.","Ann Transl Med. 2017 Jan;5(1):17. doi: 10.21037/atm.2016.11.38.","Amorim FF","Ann Transl Med","2017","2017/02/07","PMC5253276","","10.21037/atm.2016.11.38"
"28096065","Patient-Specific Predictive Modeling Using Random Forests: An Observational Study for the Critically Ill","Lee J.","JMIR Med Inform. 2017 Jan 17;5(1):e3. doi: 10.2196/medinform.6690.","Lee J","JMIR Med Inform","2017","2017/01/19","PMC5285604","","10.2196/medinform.6690"
"28040687","De-identification of patient notes with recurrent neural networks","Dernoncourt F, Lee JY, Uzuner O, Szolovits P.","J Am Med Inform Assoc. 2017 May 1;24(3):596-606. doi: 10.1093/jamia/ocw156.","Dernoncourt F","J Am Med Inform Assoc","2017","2017/01/02","PMC7787254","","10.1093/jamia/ocw156"
"27959829","A Model-Based Machine Learning Approach to Probing Autonomic Regulation From Nonstationary Vital-Sign Time Series","Lehman LH, Mark RG, Nemati S.","IEEE J Biomed Health Inform. 2018 Jan;22(1):56-66. doi: 10.1109/JBHI.2016.2636808. Epub 2016 Dec 7.","Lehman LH","IEEE J Biomed Health Inform","2018","2016/12/14","PMC5896770","NIHMS955300","10.1109/JBHI.2016.2636808"
"27875128","Toward a Robust Estimation of Respiratory Rate From Pulse Oximeters","Pimentel MAF, Johnson AEW, Charlton PH, Birrenkott D, Watkinson PJ, Tarassenko L, Clifton DA.","IEEE Trans Biomed Eng. 2017 Aug;64(8):1914-1923. doi: 10.1109/TBME.2016.2613124. Epub 2016 Nov 18.","Pimentel MAF","IEEE Trans Biomed Eng","2017","2016/11/23","PMC6051482","","10.1109/TBME.2016.2613124"
"27824941","Establishment and Validation of GV-SAPS II Scoring System for Non-Diabetic Critically Ill Patients","Liu WY, Lin SG, Zhu GQ, Poucke SV, Braddock M, Zhang Z, Mao Z, Shen FX, Zheng MH.","PLoS One. 2016 Nov 8;11(11):e0166085. doi: 10.1371/journal.pone.0166085. eCollection 2016.","Liu WY","PLoS One","2016","2016/11/09","PMC5100948","","10.1371/journal.pone.0166085"
"27817131","Reliable Collection of Real-Time Patient Physiologic Data from less Reliable Networks: a ""Monitor of Monitors"" System (MoMs)","Hu PF, Yang S, Li HC, Stansbury LG, Yang F, Hagegeorge G, Miller C, Rock P, Stein DM, Mackenzie CF.","J Med Syst. 2017 Jan;41(1):3. doi: 10.1007/s10916-016-0648-5. Epub 2016 Nov 5.","Hu PF","J Med Syst","2017","2016/11/07","","","10.1007/s10916-016-0648-5"
"27790623","Patient Prognosis from Vital Sign Time Series: Combining Convolutional Neural Networks with a Dynamical Systems Approach","Lehman LW, Ghassemi M, Snoek J, Nemati S.","Comput Cardiol (2010). 2015;42:1069-1072. doi: 10.1109/CIC.2015.7411099. Epub 2016 Feb 18.","Lehman LW","Comput Cardiol (2010)","2015","2015/01/01","PMC5079526","NIHMS792269","10.1109/CIC.2015.7411099"
"27774489","Hemodynamic Monitoring Using Switching Autoregressive Dynamics of Multivariate Vital Sign Time Series","Lehman LH, Nemati S, Mark RG.","Comput Cardiol (2010). 2015;42:1065-1068. doi: 10.1109/CIC.2015.7411098. Epub 2016 Feb 18.","Lehman LH","Comput Cardiol (2010)","2015","2015/01/01","PMC5072525","NIHMS792273","10.1109/CIC.2015.7411098"
"27774488","Designing Reliable Cohorts of Cardiac Patients across MIMIC and eICU","Chronaki C, Shahin A, Mark R.","Comput Cardiol (2010). 2015;42:189-192. doi: 10.1109/CIC.2015.7408618. Epub 2016 Feb 18.","Chronaki C","Comput Cardiol (2010)","2015","2015/01/01","PMC5072526","NIHMS792259","10.1109/CIC.2015.7408618"
"27774487","A Visualization of Evolving Clinical Sentiment Using Vector Representations of Clinical Notes","Ghassemi MM, Mark RG, Nemati S.","Comput Cardiol (2010). 2015 Sep;2015:629-632. doi: 10.1109/CIC.2015.7410989. Epub 2016 Feb 18.","Ghassemi MM","Comput Cardiol (2010)","2015","2016/10/25","PMC5070922","NIHMS792265","10.1109/CIC.2015.7410989"
"27765959","Machine Learning and Decision Support in Critical Care","Johnson AE, Ghassemi MM, Nemati S, Niehaus KE, Clifton DA, Clifford GD.","Proc IEEE Inst Electr Electron Eng. 2016 Feb;104(2):444-466. doi: 10.1109/JPROC.2015.2501978. Epub 2016 Jan 25.","Johnson AE","Proc IEEE Inst Electr Electron Eng","2016","2016/10/22","PMC5066876","NIHMS755759","10.1109/JPROC.2015.2501978"
"27738664","Assessing the Comorbidity Gap between Clinical Studies and Prevalence in Elderly Patient Populations","He Z, Charness N, Bian J, Hogan WR.","IEEE EMBS Int Conf Biomed Health Inform. 2016 Feb;2016:136-139. doi: 10.1109/BHI.2016.7455853. Epub 2016 Apr 21.","He Z","IEEE EMBS Int Conf Biomed Health Inform","2016","2016/10/15","PMC5058342","NIHMS804451","10.1109/BHI.2016.7455853"
"27734905","Quadratic function between arterial partial oxygen pressure and mortality risk in sepsis patients: an interaction with simplified acute physiology score","Zhang Z, Ji X.","Sci Rep. 2016 Oct 13;6:35133. doi: 10.1038/srep35133.","Zhang Z","Sci Rep","2016","2016/10/14","PMC5062070","","10.1038/srep35133"
"27707820","Understanding vasopressor intervention and weaning: risk prediction in a public heterogeneous clinical time series database","Wu M, Ghassemi M, Feng M, Celi LA, Szolovits P, Doshi-Velez F.","J Am Med Inform Assoc. 2017 May 1;24(3):488-495. doi: 10.1093/jamia/ocw138.","Wu M","J Am Med Inform Assoc","2017","2016/10/07","PMC6455107","","10.1093/jamia/ocw138"
"27656096","Discovering Related Clinical Concepts Using Large Amounts of Clinical Notes","Ganesan K, Lloyd S, Sarkar V.","Biomed Eng Comput Biol. 2016 Sep 7;7(Suppl 2):27-33. doi: 10.4137/BECB.S36155. eCollection 2016.","Ganesan K","Biomed Eng Comput Biol","2016","2016/09/23","PMC5015701","","10.4137/BECB.S36155"
"27600407","GIST 2.0: A scalable multi-trait metric for quantifying population representativeness of individual clinical studies","Sen A, Chakrabarti S, Goldstein A, Wang S, Ryan PB, Weng C.","J Biomed Inform. 2016 Oct;63:325-336. doi: 10.1016/j.jbi.2016.09.003. Epub 2016 Sep 4.","Sen A","J Biomed Inform","2016","2016/09/08","PMC5077682","NIHMS817522","10.1016/j.jbi.2016.09.003"
"27558834","Datathons and Software to Promote Reproducible Research","Celi LA, Lokhandwala S, Montgomery R, Moses C, Naumann T, Pollard T, Spitz D, Stretch R.","J Med Internet Res. 2016 Aug 24;18(8):e230. doi: 10.2196/jmir.6365.","Celi LA","J Med Internet Res","2016","2016/08/26","PMC5014984","","10.2196/jmir.6365"
"27539197","A long journey to short abbreviations: developing an open-source framework for clinical abbreviation recognition and disambiguation (CARD)","Wu Y, Denny JC, Trent Rosenbloom S, Miller RA, Giuse DA, Wang L, Blanquicett C, Soysal E, Xu J, Xu H.","J Am Med Inform Assoc. 2017 Apr 1;24(e1):e79-e86. doi: 10.1093/jamia/ocw109.","Wu Y","J Am Med Inform Assoc","2017","2016/08/20","PMC7651947","","10.1093/jamia/ocw109"
"27532061","icuARM-II: improving the reliability of personalized risk prediction in pediatric intensive care units","Cheng CW, Chanani N, Maher K, Wang.","ACM BCB. 2014 Sep;2014:211-219. doi: 10.1145/2649387.2649440.","Cheng CW","ACM BCB","2014","2016/08/18","PMC4983419","NIHMS805837","10.1145/2649387.2649440"
"27454172","False alarm reduction in critical care","Clifford GD, Silva I, Moody B, Li Q, Kella D, Chahin A, Kooistra T, Perry D, Mark RG.","Physiol Meas. 2016 Aug;37(8):E5-E23. doi: 10.1088/0967-3334/37/8/E5. Epub 2016 Jul 25.","Clifford GD","Physiol Meas","2016","2016/07/26","PMC5017205","NIHMS807599","10.1088/0967-3334/37/8/E5"
"27324822","Use of Electronic Health Record Data to Evaluate the Impact of Race on 30-Day Mortality in Patients Admitted to the Intensive Care Unit","Mundkur ML, Callaghan FM, Abhyankar S, McDonald CJ.","J Racial Ethn Health Disparities. 2017 Aug;4(4):539-548. doi: 10.1007/s40615-016-0256-6. Epub 2016 Jun 20.","Mundkur ML","J Racial Ethn Health Disparities","2017","2016/06/22","","","10.1007/s40615-016-0256-6"
"27294086","Lower mean corpuscular hemoglobin concentration is associated with poorer outcomes in intensive care unit admitted patients with acute myocardial infarction","Huang YL, Hu ZD.","Ann Transl Med. 2016 May;4(10):190. doi: 10.21037/atm.2016.03.42.","Huang YL","Ann Transl Med","2016","2016/06/14","PMC4885905","","10.21037/atm.2016.03.42"
"27274710","Retrospective analysis of pulse oximeter alarm settings in an intensive care unit patient population","Lansdowne K, Strauss DG, Scully CG.","BMC Nurs. 2016 Jun 2;15:36. doi: 10.1186/s12912-016-0149-3. eCollection 2016.","Lansdowne K","BMC Nurs","2016","2016/06/09","PMC4891882","","10.1186/s12912-016-0149-3"
"27219127","MIMIC-III, a freely accessible critical care database","Johnson AE, Pollard TJ, Shen L, Lehman LW, Feng M, Ghassemi M, Moody B, Szolovits P, Celi LA, Mark RG.","Sci Data. 2016 May 24;3:160035. doi: 10.1038/sdata.2016.35.","Johnson AE","Sci Data","2016","2016/05/25","PMC4878278","","10.1038/sdata.2016.35"
"27212989","ICU Pad Project: application of modern computer technology in pediatric postoperative cardiac intensive care. Pilot study","Gendera K, Lipecki G, Miedziński M, Prędki B, Mrówczyński W.","Kardiochir Torakochirurgia Pol. 2016 Mar;13(1):83-9. doi: 10.5114/kitp.2016.58975. Epub 2016 Mar 30.","Gendera K","Kardiochir Torakochirurgia Pol","2016","2016/05/24","PMC4860445","","10.5114/kitp.2016.58975"
"27182460","A Multivariate Timeseries Modeling Approach to Severity of Illness Assessment and Forecasting in ICU with Sparse, Heterogeneous Clinical Data","Ghassemi M, Pimentel MA, Naumann T, Brennan T, Clifton DA, Szolovits P, Feng M.","Proc AAAI Conf Artif Intell. 2015 Jan;2015:446-453.","Ghassemi M","Proc AAAI Conf Artif Intell","2015","2016/05/17","PMC4864016","NIHMS761534",""
"27170860","icuARM-An ICU Clinical Decision Support System Using Association Rule Mining","Cheng CW, Chanani N, Venugopalan J, Maher K, Wang MD.","IEEE J Transl Eng Health Med. 2013 Nov 21;1(1):122-31. doi: 10.1109/JTEHM.2013.2290113. eCollection 2013.","Cheng CW","IEEE J Transl Eng Health Med","2013","2016/05/13","PMC4847478","","10.1109/JTEHM.2013.2290113"
"26975737","The organizational structure of an intensive care unit influences treatment of hypotension among critically ill patients: A retrospective cohort study","Boone MD, Massa J, Mueller A, Jinadasa SP, Lee J, Kothari R, Scott DJ, Callahan J, Celi LA, Hacker MR.","J Crit Care. 2016 Jun;33:14-8. doi: 10.1016/j.jcrc.2016.02.009. Epub 2016 Feb 24.","Boone MD","J Crit Care","2016","2016/03/16","PMC4842333","NIHMS763223","10.1016/j.jcrc.2016.02.009"
"26958308","Automated Detection of Benzodiazepine Dosage in ICU Patients through a Computational Analysis of Electrocardiographic Data","Spadafore MT, Syed Z, Rubinfeld IS.","AMIA Annu Symp Proc. 2015 Nov 5;2015:2083-91. eCollection 2015.","Spadafore MT","AMIA Annu Symp Proc","2015","2016/03/10","PMC4765584","",""
"26958288","Learning a Severity Score for Sepsis: A Novel Approach based on Clinical Comparisons","Dyagilev K, Saria S.","AMIA Annu Symp Proc. 2015 Nov 5;2015:1890-8. eCollection 2015.","Dyagilev K","AMIA Annu Symp Proc","2015","2016/03/10","PMC4765650","",""
"26958273","A Study of Neural Word Embeddings for Named Entity Recognition in Clinical Text","Wu Y, Xu J, Jiang M, Zhang Y, Xu H.","AMIA Annu Symp Proc. 2015 Nov 5;2015:1326-33. eCollection 2015.","Wu Y","AMIA Annu Symp Proc","2015","2016/03/10","PMC4765694","",""
"26958269","Mortality Prediction in ICUs Using A Novel Time-Slicing Cox Regression Method","Wang Y, Chen W, Heard K, Kollef MH, Bailey TC, Cui Z, He Y, Lu C, Chen Y.","AMIA Annu Symp Proc. 2015 Nov 5;2015:1289-95. eCollection 2015.","Wang Y","AMIA Annu Symp Proc","2015","2016/03/10","PMC4765560","",""
"26958216","Reproducing a Prospective Clinical Study as a Computational Retrospective Study in MIMIC-II","Kury FS, Huser V, Cimino JJ.","AMIA Annu Symp Proc. 2015 Nov 5;2015:804-13. eCollection 2015.","Kury FS","AMIA Annu Symp Proc","2015","2016/03/10","PMC4765583","",""
"26731286","Scalable Predictive Analysis in Critically Ill Patients Using a Visual Open Data Analysis Platform","Van Poucke S, Zhang Z, Schmitz M, Vukicevic M, Laenen MV, Celi LA, De Deyne C.","PLoS One. 2016 Jan 5;11(1):e0145791. doi: 10.1371/journal.pone.0145791. eCollection 2016.","Van Poucke S","PLoS One","2016","2016/01/06","PMC4701479","","10.1371/journal.pone.0145791"
"26707449","Classification of hospital acquired complications using temporal clinical information from a large electronic health record","Warner JL, Zhang P, Liu J, Alterovitz G.","J Biomed Inform. 2016 Feb;59:209-17. doi: 10.1016/j.jbi.2015.12.008. Epub 2015 Dec 17.","Warner JL","J Biomed Inform","2016","2015/12/29","PMC4792687","NIHMS746056","10.1016/j.jbi.2015.12.008"
"26590371","Sodium modelling to reduce intradialytic hypotension during haemodialysis for acute kidney injury in the intensive care unit","Lynch KE, Ghassemi F, Flythe JE, Feng M, Ghassemi M, Celi LA, Brunelli SM.","Nephrology (Carlton). 2016 Oct;21(10):870-7. doi: 10.1111/nep.12677.","Lynch KE","Nephrology (Carlton)","2016","2015/11/22","PMC4875881","NIHMS740491","10.1111/nep.12677"
"26576325","From Pharmacovigilance to Clinical Care Optimization","Celi LA, Moseley E, Moses C, Ryan P, Somai M, Stone D, Tang KO.","Big Data. 2014 Sep 1;2(3):134-141. doi: 10.1089/big.2014.0008.","Celi LA","Big Data","2014","2015/11/18","PMC4630790","","10.1089/big.2014.0008"
"26557154","Mortality Prediction Model of Septic Shock Patients Based on Routinely Recorded Data","Carrara M, Baselli G, Ferrario M.","Comput Math Methods Med. 2015;2015:761435. doi: 10.1155/2015/761435. Epub 2015 Oct 18.","Carrara M","Comput Math Methods Med","2015","2015/11/12","PMC4628694","","10.1155/2015/761435"
"26554428","VERTIcal Grid lOgistic regression (VERTIGO)","Li Y, Jiang X, Wang S, Xiong H, Ohno-Machado L.","J Am Med Inform Assoc. 2016 May;23(3):570-9. doi: 10.1093/jamia/ocv146. Epub 2015 Nov 9.","Li Y","J Am Med Inform Assoc","2016","2015/11/12","PMC4901373","","10.1093/jamia/ocv146"
"26502065","Developing new predictive alarms based on ECG metrics for bradyasystolic cardiac arrest","Ding Q, Bai Y, Tinoco A, Mortara D, Do D, Boyle NG, Pelter MM, Hu X.","Physiol Meas. 2015 Dec;36(12):2405-22. doi: 10.1088/0967-3334/36/12/2405. Epub 2015 Oct 26.","Ding Q","Physiol Meas","2015","2015/10/27","PMC4838570","NIHMS772384","10.1088/0967-3334/36/12/2405"
"26496453","Obesity, Acute Kidney Injury, and Mortality in Critical Illness","Danziger J, Chen KP, Lee J, Feng M, Mark RG, Celi LA, Mukamal KJ.","Crit Care Med. 2016 Feb;44(2):328-34. doi: 10.1097/CCM.0000000000001398.","Danziger J","Crit Care Med","2016","2015/10/27","PMC4715729","NIHMS719585","10.1097/CCM.0000000000001398"
"26464024","Learning probabilistic phenotypes from heterogeneous EHR data","Pivovarov R, Perotte AJ, Grave E, Angiolillo J, Wiggins CH, Elhadad N.","J Biomed Inform. 2015 Dec;58:156-165. doi: 10.1016/j.jbi.2015.10.001. Epub 2015 Oct 14.","Pivovarov R","J Biomed Inform","2015","2015/10/15","PMC8025140","NIHMS1685468","10.1016/j.jbi.2015.10.001"
