Title,Publication Day,Publication Month,Publication Year,Journal Name,Journal Volume,Journal ISSN,Author 1 First Name,Author 1 Last Name,Author 1 Affiliation,Author 2 First Name,Author 2 Last Name,Author 2 Affiliation,Author 3 First Name,Author 3 Last Name,Author 3 Affiliation,Author 4 First Name,Author 4 Last Name,Author 4 Affiliation,Journal Issue,Author 5 First Name,Author 5 Last Name,Author 5 Affiliation,Author 6 First Name,Author 6 Last Name,Author 6 Affiliation,Author 7 First Name,Author 7 Last Name,Author 7 Affiliation,Author 8 First Name,Author 8 Last Name,Author 8 Affiliation,Author 9 First Name,Author 9 Last Name,Author 9 Affiliation,Author 10 First Name,Author 10 Last Name,Author 10 Affiliation,Author 11 First Name,Author 11 Last Name,Author 11 Affiliation,Author 12 First Name,Author 12 Last Name,Author 12 Affiliation,Author 13 First Name,Author 13 Last Name,Author 13 Affiliation,Author 14 First Name,Author 14 Last Name,Author 14 Affiliation,Author 15 First Name,Author 15 Last Name,Author 15 Affiliation,Author 16 First Name,Author 16 Last Name,Author 16 Affiliation,Author 17 First Name,Author 17 Last Name,Author 17 Affiliation,Author 18 First Name,Author 18 Last Name,Author 18 Affiliation,Author 19 First Name,Author 19 Last Name,Author 19 Affiliation,Author 20 First Name,Author 20 Last Name,Author 20 Affiliation,Author 21 First Name,Author 21 Last Name,Author 21 Affiliation,Author 22 First Name,Author 22 Last Name,Author 22 Affiliation,Author 23 First Name,Author 23 Last Name,Author 23 Affiliation,Author 24 First Name,Author 24 Last Name,Author 24 Affiliation,Author 25 First Name,Author 25 Last Name,Author 25 Affiliation,Author 26 First Name,Author 26 Last Name,Author 26 Affiliation,Author 27 First Name,Author 27 Last Name,Author 27 Affiliation,Author 28 First Name,Author 28 Last Name,Author 28 Affiliation,Author 29 First Name,Author 29 Last Name,Author 29 Affiliation,Collective Author 1
is oxygen therapy beneficial for normoxemic patients with acute heart failure? a propensity score matched study,09,07,2021,Military Medical Research,8,2054-9369,Yue,Yu,"Department of Cardiothoracic Surgery, Changzheng Hospital, Naval Medical University, 415 Fengyang Road, Huangpu District, Shanghai, 200003, China.",Ren-Qi,Yao,"Trauma Research Center, Fourth Medical Center and Medical Innovation Research Department of the Chinese PLA General Hospital, 51 Fucheng Road, Haidian District, Beijing, 100048, China.",Yu-Feng,Zhang,"Department of Cardiothoracic Surgery, Changzheng Hospital, Naval Medical University, 415 Fengyang Road, Huangpu District, Shanghai, 200003, China.",Su-Yu,Wang,"Department of Cardiothoracic Surgery, Changzheng Hospital, Naval Medical University, 415 Fengyang Road, Huangpu District, Shanghai, 200003, China.",1,Wang,Xi,"Department of Cardiothoracic Surgery, Changzheng Hospital, Naval Medical University, 415 Fengyang Road, Huangpu District, Shanghai, 200003, China.",Jun-Nan,Wang,"Department of Cardiothoracic Surgery, Changzheng Hospital, Naval Medical University, 415 Fengyang Road, Huangpu District, Shanghai, 200003, China.",Xiao-Yi,Huang,"Department of Pathology, Changhai Hospital, Naval Medical University, Shanghai, 200433, China.",Yong-Ming,Yao,"Trauma Research Center, Fourth Medical Center and Medical Innovation Research Department of the Chinese PLA General Hospital, 51 Fucheng Road, Haidian District, Beijing, 100048, China. c_ff@sina.com.",Zhi-Nong,Wang,"Department of Cardiothoracic Surgery, Changzheng Hospital, Naval Medical University, 415 Fengyang Road, Huangpu District, Shanghai, 200003, China. wangzn007@smmu.edu.cn.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generalization in clinical prediction models: the blessing and curse of measurement indicator variables,25,06,2021,Critical care explorations,3,2639-8028,Joseph,Futoma,"School of Engineeri.ng & Applied Sciences, Harvard University, Cambridge, MA.",Morgan,Simons,"Department of Medicine, NYU Langone Health, New York, NY.",Finale,Doshi-Velez,"School of Engineeri.ng & Applied Sciences, Harvard University, Cambridge, MA.",Rishikesan,Kamaleswaran,"Department of Biomedical Informatics, Emory University School of Medicine, Atlanta, GA.",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relative platelet reductions provide better pathophysiologic signatures of coagulopathies in sepsis,07,07,2021,Scientific reports,11,2045-2322,Daisuke,Kasugai,"Department of Emergency and Critical Care Medicine, Nagoya University Graduate School of Medicine, Tsurumai-cho 64, Showa-ku, Nagoya, Aichi, Japan. dkasugai@med.nagoya-u.ac.jp.",Masayuki,Ozaki,"Department of Emergency and Critical Care Medicine, Nagoya University Graduate School of Medicine, Tsurumai-cho 64, Showa-ku, Nagoya, Aichi, Japan.",Kazuki,Nishida,"Department of Biostatistics, Nagoya University Graduate School of Medicine, Nagoya, Japan.",Yukari,Goto,"Department of Emergency and Critical Care Medicine, Nagoya University Graduate School of Medicine, Tsurumai-cho 64, Showa-ku, Nagoya, Aichi, Japan.",1,Kunihiko,Takahashi,"Department of Biostatistics, M&D Data Science Center, Tokyo Medical and Dental University, Tokyo, Japan.",Shigeyuki,Matsui,"Department of Biostatistics, Nagoya University Graduate School of Medicine, Nagoya, Japan.",Naoyuki,Matsuda,"Department of Emergency and Critical Care Medicine, Nagoya University Graduate School of Medicine, Tsurumai-cho 64, Showa-ku, Nagoya, Aichi, Japan.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accuracy of the sequential organ failure assessment score for in-hospital mortality by race and relevance to crisis standards of care,01,06,2021,JAMA network open,4,2574-3805,William Dwight,Miller,"Section of Pulmonary and Critical Care Medicine, University of Chicago, Chicago, Illinois.",Xuan,Han,"Section of Pulmonary and Critical Care Medicine, University of Chicago, Chicago, Illinois.",Monica E,Peek,"Section of General Internal Medicine, University of Chicago, Chicago, Illinois.",Deepshikha,Charan Ashana,"Division of Pulmonary, Allergy and Critical Care Medicine, Duke University, Durham, North Carolina.",6,William F,Parker,"Section of Pulmonary and Critical Care Medicine, University of Chicago, Chicago, Illinois.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
early prediction of sepsis in the icu using machine learning: a systematic review,28,05,2021,Frontiers in medicine,8,2296-858X,Michael,Moor,"Machine Learning and Computational Biology Lab, Department of Biosystems Science and Engineering, Eidgenössische Technische Hochschule Zürich (ETH Zurich), Basel, Switzerland.",Bastian,Rieck,"Machine Learning and Computational Biology Lab, Department of Biosystems Science and Engineering, Eidgenössische Technische Hochschule Zürich (ETH Zurich), Basel, Switzerland.",Max,Horn,"Machine Learning and Computational Biology Lab, Department of Biosystems Science and Engineering, Eidgenössische Technische Hochschule Zürich (ETH Zurich), Basel, Switzerland.",Catherine R,Jutzeler,"Machine Learning and Computational Biology Lab, Department of Biosystems Science and Engineering, Eidgenössische Technische Hochschule Zürich (ETH Zurich), Basel, Switzerland.",,Karsten,Borgwardt,"Machine Learning and Computational Biology Lab, Department of Biosystems Science and Engineering, Eidgenössische Technische Hochschule Zürich (ETH Zurich), Basel, Switzerland.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"implementing vertical federated learning using autoencoders: practical application, generalizability, and utility study",09,06,2021,JMIR medical informatics,9,2291-9694,Dongchul,Cha,"Department of Biomedical Systems Informatics, Yonsei University College of Medicine, Seoul, Republic of Korea.",MinDong,Sung,"Department of Biomedical Systems Informatics, Yonsei University College of Medicine, Seoul, Republic of Korea.",Yu-Rang,Park,"Department of Biomedical Systems Informatics, Yonsei University College of Medicine, Seoul, Republic of Korea.",,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"overlooked bias with thermometer evaluations using quickly retaken temperatures in ehr: axillary, oral, temporal artery, and tympanic thermometry",02,06,2021,Journal of general internal medicine,36,1525-1497,Charles,Harding,", Seattle, WA, USA. harding.charles@gmail.com.",Marybeth,Pompei,"Exergen, Corp., Watertown, MA, USA.",Dmitriy,Burmistrov,", Woburn, WA, USA.",Francesco,Pompei,"Exergen, Corp., Watertown, MA, USA.",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
systemic immune-inflammation index as a promising predictor of mortality in patients with acute coronary syndrome: a real-world study,XX,05,2021,The Journal of international medical research,49,1473-2300,Gaofan,Su,"Department of Blood Transfusion, The Second Affiliated Hospital and Yuying Children's Hospital of Wenzhou Medical University, Wenzhou, China.",Ying,Zhang,"Department of Blood Transfusion, The Second Affiliated Hospital and Yuying Children's Hospital of Wenzhou Medical University, Wenzhou, China.",Ruyi,Xiao,"Department of Hematopathology, The First Affiliated Hospital of Wenzhou Medical University, Wenzhou, China.",Tingting,Zhang,"Department of Clinical Laboratory, The Second Affiliated Hospital and Yuying Children's Hospital of Wenzhou Medical University, Wenzhou, China.",5,Binbin,Gong,"Department of Clinical Laboratory, The Second Affiliated Hospital and Yuying Children's Hospital of Wenzhou Medical University, Wenzhou, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a clinical prediction model to predict heparin treatment outcomes and provide dosage recommendations: development and validation study,20,05,2021,Journal of medical Internet research,23,1438-8871,Dongkai,Li,"Department of Critical Care Medicine, State Key Laboratory of Complex Severe and Rare Diseases, Peking Union Medical College Hospital, Peking Union Medical College, Chinese Academy of Medical Sciences, Beijing, China.",Jianwei,Gao,"Digital Health China Technologies Co. Ltd., Beijing, China.",Na,Hong,"Digital Health China Technologies Co. Ltd., Beijing, China.",Hao,Wang,"Department of Critical Care Medicine, State Key Laboratory of Complex Severe and Rare Diseases, Peking Union Medical College Hospital, Peking Union Medical College, Chinese Academy of Medical Sciences, Beijing, China.",5,Longxiang,Su,"Department of Critical Care Medicine, State Key Laboratory of Complex Severe and Rare Diseases, Peking Union Medical College Hospital, Peking Union Medical College, Chinese Academy of Medical Sciences, Beijing, China.",Chun,Liu,"Digital Health China Technologies Co. Ltd., Beijing, China.",Jie,He,"Digital Health China Technologies Co. Ltd., Beijing, China.",Huizhen,Jiang,"Department of Information Center, State Key Laboratory of Complex Severe and Rare Diseases, Peking Union Medical College Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, China.",Qiang,Wang,"Digital Health China Technologies Co. Ltd., Beijing, China.",Yun,Long,"Department of Critical Care Medicine, State Key Laboratory of Complex Severe and Rare Diseases, Peking Union Medical College Hospital, Peking Union Medical College, Chinese Academy of Medical Sciences, Beijing, China.",Weiguo,Zhu,"Department of Information Center, State Key Laboratory of Complex Severe and Rare Diseases, Peking Union Medical College Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
albumin level at admission to the intensive care unit is associated with prognosis in cardiac arrest patients,15,04,2021,Cureus,13,2168-8184,Yide,Li,"Department of Critical Care Medicine, The Seventh Affiliated Hospital of Sun Yat-sen University, Shenzhen, CHN.",Yingfang,She,"Neurology Medicine Center, The Seventh Affiliated Hospital of Sun Yat-sen University, Shenzhen, CHN.",Weisheng,Mo,"Department of Critical Care Medicine, The Seventh Affiliated Hospital of Sun Yat-sen University, Shenzhen, CHN.",Biao,Jin,"Department of Critical Care Medicine, The Seventh Affiliated Hospital of Sun Yat-sen University, Shenzhen, CHN.",4,Wendi,Xiang,"Department of Operating Room, Xiangya Hospital of Central South University, Changsha, CHN.",Liang,Luo,"Department of Critical Care Medicine, The Seventh Affiliated Hospital of Sun Yat-sen University, Shenzhen, CHN.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practice patterns in the initiation of secondary vasopressors and adjunctive corticosteroids during septic shock in the united states,XX,12,2021,Annals of the American Thoracic Society,18,2325-6621,Nicholas A,Bosch,"The Pulmonary Center, Department of Medicine, School of Medicine, Boston University, Boston, Massachusetts.",Bijan,Teja,Interdisciplinary Division of Critical Care Medicine and.,Hannah,Wunsch,Interdisciplinary Division of Critical Care Medicine and.,Allan J,Walkey,"The Pulmonary Center, Department of Medicine, School of Medicine, Boston University, Boston, Massachusetts.",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multi-task learning via adaptation to similar tasks for mortality prediction of diverse rare diseases,25,01,2021,AMIA ... Annual Symposium proceedings. AMIA Symposium,2020,1942-597X,Luchen,Liu,"Department of Computer Science, Peking University, Beijing, China.",Zequn,Liu,"Department of Computer Science, Peking University, Beijing, China.",Haoxian,Wu,"Department of Computer Science, Peking University, Beijing, China.",Zichang,Wang,"Department of Computer Science, Peking University, Beijing, China.",,Jianhao,Shen,"Department of Computer Science, Peking University, Beijing, China.",Yipiing,Song,"Department of Computer Science, Peking University, Beijing, China.",Ming,Zhang,"Department of Computer Science, Peking University, Beijing, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a clinically practical and interpretable deep model for icu mortality prediction with external validation,25,01,2021,AMIA ... Annual Symposium proceedings. AMIA Symposium,2020,1942-597X,Yanni,Kang,"PingAn Health Technology, Beijing, China.",Xiaoyu,Jia,"PingAn Health Technology, Beijing, China.",Kaifei,Wang,"The General Hospital of the People's Liberation Army of China, Beijing, China.",Yiying,Hu,"PingAn Health Technology, Beijing, China.",,Jianying,Guo,"PingAn Health Technology, Beijing, China.",Lin,Cong,"PingAn Health Technology, Beijing, China.",Xiang,Li,"PingAn Health Technology, Beijing, China.",Guotong,Xie,"PingAn Health Technology, Beijing, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a deep-learning model to continuously predict severe acute kidney injury based on urine output changes in critically ill patients,26,04,2021,Journal of nephrology,34,1724-6059,Francesca,Alfieri,"Department of Applied Science and Technology, Politecnico Di Torino, C.so Duca degli Abruzzi 24, 10129, Turin, Italy.",Andrea,Ancona,"Department of Applied Science and Technology, Politecnico Di Torino, C.so Duca degli Abruzzi 24, 10129, Turin, Italy.",Giovanni,Tripepi,"Clinical Epidemiology and Pathophysiology of Renal Diseases and Hypertension, CNR-IFC, Nefrologia-Ospedali Riuniti, 89100, Reggio Calabria, Italy.",Dario,Crosetto,"Department of Applied Science and Technology, Politecnico Di Torino, C.so Duca degli Abruzzi 24, 10129, Turin, Italy.",6,Vincenzo,Randazzo,"Department of Electronics and Telecomunications, Politecnico Di Torino, C.so Duca degli Abruzzi 24, 10129, Turin, Italy.",Annunziata,Paviglianiti,"Department of Electronics and Telecomunications, Politecnico Di Torino, C.so Duca degli Abruzzi 24, 10129, Turin, Italy.",Eros,Pasero,"Department of Electronics and Telecomunications, Politecnico Di Torino, C.so Duca degli Abruzzi 24, 10129, Turin, Italy.",Luigi,Vecchi,"S.C. Nefrologia e Dialisi, Azienda Ospedaliera Di Terni, Viale Tristano Di Joannuccio, 05100, Terni, Italy.",Valentina,Cauda,"Department of Applied Science and Technology, Politecnico Di Torino, C.so Duca degli Abruzzi 24, 10129, Turin, Italy. Valentina.cauda@polito.it.",Riccardo Maria,Fagugli,"S.C. Nefrologia e Dialisi, Azienda Ospedaliera Di Perugia, Piazzale Giorgio Menghini 1, 06129, Perugia, Italy.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
day-to-day progression of vital-sign circadian rhythms in the intensive care unit,22,04,2021,"Critical care (London, England)",25,1466-609X,Shaun,Davidson,"Institute of Biomedical Engineering, Department of Engineering Science, University of Oxford, Oxford, UK. shaun.davidson@eng.ox.ac.uk.",Mauricio,Villarroel,"Institute of Biomedical Engineering, Department of Engineering Science, University of Oxford, Oxford, UK.",Mirae,Harford,"Institute of Biomedical Engineering, Department of Engineering Science, University of Oxford, Oxford, UK.",Eoin,Finnegan,"Institute of Biomedical Engineering, Department of Engineering Science, University of Oxford, Oxford, UK.",1,João,Jorge,"Institute of Biomedical Engineering, Department of Engineering Science, University of Oxford, Oxford, UK.",Duncan,Young,"Nuffield Department of Clinical Neurosciences, University of Oxford, Oxford University Hospitals NHS Trust, NIHR Biomedical Research Centre, Oxford, UK.",Peter,Watkinson,"Nuffield Department of Clinical Neurosciences, University of Oxford, Oxford University Hospitals NHS Trust, NIHR Biomedical Research Centre, Oxford, UK.",Lionel,Tarassenko,"Institute of Biomedical Engineering, Department of Engineering Science, University of Oxford, Oxford, UK.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comparative efficacy of fentanyl and morphine in patients with or at risk for acute respiratory distress syndrome: a propensity score-matched cohort study,19,04,2021,Drugs in R&D,21,1179-6901,An-Min,Hu,"Department of Anesthesiology, Shenzhen People's Hospital, Shenzhen, China.",Zhi-Ming,Shan,"Department of Anesthesiology, Shenzhen People's Hospital, Shenzhen, China.",Zhong-Jun,Zhang,"Department of Anesthesiology, Shenzhen People's Hospital, Shenzhen, China.",Hui-Ping,Li,"Department of Respiratory and Critical Care Medicine, Shenzhen People's Hospital, No. 1017 Dongmen North Road, Shenzhen, 518020, Guangdong, China. Li.huiping@szhospital.com.",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"comparative effectiveness of midazolam, propofol, and dexmedetomidine in patients with or at risk for acute respiratory distress syndrome: a propensity score-matched cohort study",23,03,2021,Frontiers in pharmacology,12,1663-9812,An-Min,Hu,"Department of Anesthesiology, Shenzhen People's Hospital, Shenzhen, China.",Xiong-Xiong,Zhong,"The Second Clinical Medical College, Jinan University, Shenzhen, China.",Zhen,Li,"Shenzhen Research Institute of Big Data, Shenzhen, China.",Zhong-Jun,Zhang,"Department of Anesthesiology, Shenzhen People's Hospital, Shenzhen, China.",,Hui-Ping,Li,"The Second Clinical Medical College, Jinan University, Shenzhen, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
an evaluation on the association of vancomycin trough concentration with mortality in critically ill patients: a multicenter retrospective study,09,04,2021,Clinical and translational science,14,1752-8062,Jiajia,Ren,"Department of Critical Care Medicine, the Second Affiliated Hospital of Xi'an Jiaotong University, Xi'an, China.",Yanli,Hou,"Department of Critical Care Medicine, the Second Affiliated Hospital of Xi'an Jiaotong University, Xi'an, China.",Jiamei,Li,"Department of Critical Care Medicine, the Second Affiliated Hospital of Xi'an Jiaotong University, Xi'an, China.",Ya,Gao,"Department of Critical Care Medicine, the Second Affiliated Hospital of Xi'an Jiaotong University, Xi'an, China.",5,Ruohan,Li,"Department of Critical Care Medicine, the Second Affiliated Hospital of Xi'an Jiaotong University, Xi'an, China.",Xuting,Jin,"Department of Critical Care Medicine, the Second Affiliated Hospital of Xi'an Jiaotong University, Xi'an, China.",Jingjing,Zhang,"Department of Critical Care Medicine, the Second Affiliated Hospital of Xi'an Jiaotong University, Xi'an, China.",Xiaochuang,Wang,"Department of Critical Care Medicine, the Second Affiliated Hospital of Xi'an Jiaotong University, Xi'an, China.",Gang,Wang,"Department of Critical Care Medicine, the Second Affiliated Hospital of Xi'an Jiaotong University, Xi'an, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weight-based framework for predictive modeling of multiple databases with noniterative communication without data sharing: privacy-protecting analytic method for multi-institutional studies,05,04,2021,JMIR medical informatics,9,2291-9694,Ji Ae,Park,"Department of Biomedical System Informatics, Yonsei University College of Medicine, Seoul, Republic of Korea.",Min Dong,Sung,"Department of Biomedical System Informatics, Yonsei University College of Medicine, Seoul, Republic of Korea.",Ho Heon,Kim,"Department of Biomedical System Informatics, Yonsei University College of Medicine, Seoul, Republic of Korea.",Yu Rang,Park,"Department of Biomedical System Informatics, Yonsei University College of Medicine, Seoul, Republic of Korea.",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
performance of intensive care unit severity scoring systems across different ethnicities in the usa: a retrospective observational study,XX,04,2021,The Lancet. Digital health,3,2589-7500,Rahuldeb,Sarkar,"Department of Respiratory Medicine, Medway NHS Foundation Trust, Gillingham, Kent, UK; Department of Critical Care, Medway NHS Foundation Trust, Gillingham, Kent, UK; Faculty of Life Sciences, King's College London, London, UK.",Christopher,Martin,"UCL Institute for Health Informatics, London, UK; Crystallise, Essex, UK.",Heather,Mattie,"Department of Biostatistics, Harvard T H Chan School of Public Health, Boston, MA, USA.",Judy Wawira,Gichoya,"Interventional Radiology and Informatics, Department of Radiology and Imaging Sciences, Emory University, Atlanta, GA, USA.",4,David J,Stone,"Department of Anesthesiology, University of Virginia School of Medicine, Charlottesville, VA, USA; Department of Neurosurgery, University of Virginia School of Medicine, Charlottesville, VA, USA; Center for Advanced Medical Analytics, University of Virginia School of Medicine, Charlottesville, VA, USA.",Leo Anthony,Celi,"Department of Biostatistics, Harvard T H Chan School of Public Health, Boston, MA, USA; Laboratory for Computational Physiology, Massachusetts Institute of Technology, Cambridge, MA, USA; Division of Pulmonary, Critical Care and Sleep Medicine, Beth Israel Deaconess Medical Center, Boston, MA, USA. Electronic address: lceli@mit.edu.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"incidence, predictors, and prognosis of thrombocytopenia among patients undergoing intra-aortic balloon pumping in the intensive care unit: a propensity score analysis",28,02,2021,Journal of geriatric cardiology : JGC,18,1671-5411,Wei,Tong,"Department of Cardiology, the Sixth Medical Centre, Chinese PLA General Hospital, Beijing, China.",Jun-Mei,Wang,"Center for Artificial Intelligence in Medicine, Chinese PLA General Hospital, Beijing, China.",Jia-Yue,Li,"Department of Cardiology, the Sixth Medical Centre, Chinese PLA General Hospital, Beijing, China.",Pei-Yao,Li,"Center for Artificial Intelligence in Medicine, Chinese PLA General Hospital, Beijing, China.",2,Yun-Dai,Chen,"Department of Cardiology, the Sixth Medical Centre, Chinese PLA General Hospital, Beijing, China.",Zheng-Bo,Zhang,"Center for Artificial Intelligence in Medicine, Chinese PLA General Hospital, Beijing, China.",Wei,Dong,"Department of Cardiology, the Sixth Medical Centre, Chinese PLA General Hospital, Beijing, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poor outcomes of delirium in the intensive care units are amplified by increasing age: a retrospective cohort study,XX,XX,2021,World journal of emergency medicine,12,1920-8642,Wen,Gao,"Nursing Department, School of Medicine, Zhejiang University, Hangzhou 310058, China.",Yu-Ping,Zhang,"Nursing Department, School of Medicine, Zhejiang University, Hangzhou 310058, China.",Jing-Fen,Jin,"Nursing Department, School of Medicine, Zhejiang University, Hangzhou 310058, China.",,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leveraging graph-based hierarchical medical entity embedding for healthcare applications,12,03,2021,Scientific reports,11,2045-2322,Tong,Wu,"Advanced Analytics, IQVIA Inc., Plymouth Meeting, PA, USA.",Yunlong,Wang,"Advanced Analytics, IQVIA Inc., Plymouth Meeting, PA, USA. Yunlong.Wang@iqvia.com.",Yue,Wang,"Advanced Analytics, IQVIA Inc., Plymouth Meeting, PA, USA.",Emily,Zhao,"Advanced Analytics, IQVIA Inc., Plymouth Meeting, PA, USA.",1,Yilian,Yuan,"Advanced Analytics, IQVIA Inc., Plymouth Meeting, PA, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development and validation of a risk stratification model for predicting the mortality of acute kidney injury in critical care patients,XX,02,2021,Annals of translational medicine,9,2305-5839,Haofan,Huang,"School of Biomedical Engineering, Health Science Center, Shenzhen University, Shenzhen, China.",Yong,Liu,"Department of Intensive Care Unit, Shenzhen Hospital, Southern Medical University, Shenzhen, China.",Ming,Wu,"Department of Critical Care Medicine & Infection Prevention and Control, The Second People's Hospital of Shenzhen & First Affiliated Hospital of Shenzhen University, Health Science Center, Shenzhen, China.",Yi,Gao,"School of Biomedical Engineering, Health Science Center, Shenzhen University, Shenzhen, China.",4,Xiaxia,Yu,"School of Biomedical Engineering, Health Science Center, Shenzhen University, Shenzhen, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swift: a deep learning approach to prediction of hypoxemic events in critically-ill patients using spo <sub>2</sub> waveform prediction,05,03,2021,medRxiv : the preprint server for health sciences,,,Akshaya V,Annapragada,"Johns Hopkins University School of Medicine, Baltimore, United States.",Joseph L,Greenstein,"Institute for Computational Medicine, The Johns Hopkins University, Baltimore, United States.",Sanjukta N,Bose,"Institute for Computational Medicine, The Johns Hopkins University, Baltimore, United States.",Bradford D,Winters,"Anesthesiology and Critical Care Medicine, Johns Hopkins University School of Medicine, Baltimore, Maryland.",,Sridevi V,Sarma,"Institute for Computational Medicine, The Johns Hopkins University, Baltimore, United States.",Raimond L,Winslow,"Institute for Computational Medicine, The Johns Hopkins University, Baltimore, United States.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
electronic intensive care unit: a perspective amid the covid-19 era - need of the day!,XX,03,2021,Lung India : official organ of Indian Chest Society,38,0970-2113,Karthikeyan P,Iyengar,"Southport and Ormskirk NHS Trust, Southport, UK.",Rakesh,Garg,"Department of Onco-Anaesthesiology and Palliative Medicine, Dr BRAIRCH, All India Institute of Medical Sciences, New Delhi, India.",Vijay Kumar,Jain,"Department of Orthopedics, Atal Bihari Vajpayee Institute of Medical Sciences and Dr. Ram Manohar Lohia Hospital, New Delhi, India.",Nipun,Malhotra,"Department of Pulmonary, Critical Care and Sleep Medicine, VMMC and Safdarjung Hospital, New Delhi, India.",Supplement,Pranav,Ish,"Department of Pulmonary, Critical Care and Sleep Medicine, VMMC and Safdarjung Hospital, New Delhi, India.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-normal serum magnesium and hypermagnesemia are associated with increased 30-day in-hospital mortality: a retrospective cohort study,10,02,2021,Frontiers in cardiovascular medicine,8,2297-055X,Liao,Tan,"Department of Cardiology, The Third Xiangya Hospital, Central South University, Changsha, China.",Qian,Xu,"Department of Cardiovascular Surgery, Xiangya Hospital, Central South University, Changsha, China.",Chan,Li,"Department of Cardiovascular Medicine, Xiangya Hospital, Central South University, Changsha, China.",Jie,Liu,"Department of Cardiovascular Medicine, Xiangya Hospital, Central South University, Changsha, China.",,Ruizheng,Shi,"Department of Cardiovascular Medicine, Xiangya Hospital, Central South University, Changsha, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
